LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,YearApproved,Lender,Lender 1,Lender_clean,Lender 2,CD
9500,KAUNAKAKAI,HI,96748,531312,PARTNERSHIP,,UNANSWERED,UNANSWERED,Unanswered,9,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
16800,KAMUELA,HI,96743,238320,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,5,05/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
21875,KULA,HI,96790,523930,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/11/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
5400,HONOLULU,HI,96817,722513,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/01/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
1200,KILAUEA,HI,96754,561720,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
20410,MILILANI,HI,96789,812990,INDEPENDENT CONTRACTORS,,UNANSWERED,UNANSWERED,Unanswered,1,06/25/2020,2020,WebBank,WebBank,,,HI-01
20625,HONOLULU,HI,96813,722511,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
9800,WAIANAE,HI,96792,532111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
40250,PRINCEVILLE,HI,96722,812990,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/01/2020,2020,WebBank,WebBank,,,HI-02
41700,HALEIWA,HI,96712,713990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/07/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
54165,HONOLULU,HI,96816,541110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/10/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
25162,KEAAU,HI,96749,722513,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
35200,KAHULUI,HI,96732,813110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,22,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
30800,HONOLULU,HI,96813,541511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,04/09/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
23615,HAIKU,HI,96708,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
62500,HONOLULU,HI,96815,923130,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,3,04/05/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
108500,KAPOLEI,HI,96707,321911,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
127800,KAILUA KONA,HI,96734,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,9,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
45200,HONOLULU,HI,96814,339114,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/08/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
75700,HONOLULU,HI,96814,561499,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
13280,KANEOHE,HI,96744,311811,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
2225,KUALAPUU,HI,96757,541219,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,,05/16/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
95061,KEALAKEKUA,HI,96750,112910,CORPORATION,,WHITE,MALE OWNED,Non-Veteran,,06/02/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
23501,HILO,HI,96721,236115,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
14600,HONOLULU,HI,96817,611620,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,05/01/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
10000,WAIPAHU,HI,96797,323111,LIMITED LIABILITY COMPANY(LLC),,ASIAN,MALE OWNED,Non-Veteran,3,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
20240,HILO,HI,96720,541618,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
8105,HONOLULU,HI,96817,812990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,FEMALE OWNED,Unanswered,1,04/28/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-01
7521,HONOLULU,HI,96816,561110,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/19/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
20832,KAILUA KONA,HI,96740,711510,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/07/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
10000,HILO,HI,96721,111336,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/16/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
51875,WAIANAE,HI,96792,541110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
33000,LIHUE,HI,96766,453110,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Kaua'i Government Employees' FCU;,Kaua'i Government Employees' FCU,,,HI-02
41300,PEARL CITY,HI,96782,561990,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
5300,MAKAWAO,HI,96768,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,05/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
55710,HONOLULU,HI,96817,447110,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,14,04/07/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
119800,LAHAINA,HI,96761,323113,CORPORATION,,WHITE,MALE OWNED,Non-Veteran,16,04/09/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
6012,HILO,HI,96720,442299,SOLE PROPRIETORSHIP,,UNANSWERED,FEMALE OWNED,Non-Veteran,3,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
58046,HONOLULU,HI,96817,424490,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
4300,HONOLULU,HI,96813,999990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
5400,HONOLULU,HI,96813,722511,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
8432,KANEOHE,HI,96744,561720,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,5,05/05/2020,2020,WebBank,WebBank,,,HI-02
17500,HILO,HI,96720,621112,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/15/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
7200,KEAAU,HI,96749,711510,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/12/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
15000,PEARL CITY,HI,96782,531210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/26/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
27200,HONOLULU,HI,96826,541490,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
24000,HONOLULU,HI,96819,811310,CORPORATION,,UNANSWERED,MALE OWNED,Non-Veteran,,04/15/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
2535,HILO,HI,96720,624410,SOLE PROPRIETORSHIP,,UNANSWERED,FEMALE OWNED,Unanswered,1,06/04/2020,2020,HawaiiUSA FCU,HawaiiUSA FCU,,,HI-02
2923.05,HONOLULU,HI,96814,812113,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/20/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-01
13092,HONOLULU,HI,96837,541990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,06/19/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
11660,KILAUEA,HI,96754,236115,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
8100,KIHEI,HI,96753,561520,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/10/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
51262.5,HONOLULU,HI,96819,541519,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
47500,EWA BEACH,HI,96706,337110,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/16/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
2115,HONOLULU,HI,96819,561520,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/07/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
4167,LAHAINA,HI,96761,237990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,05/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
64600,HONOLULU,HI,96813,541213,LIMITED LIABILITY COMPANY(LLC),,ASIAN,FEMALE OWNED,Non-Veteran,5,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
14233,KAHULUI,HI,96732,238350,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/04/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
24455,KIHEI,HI,96753,531320,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/06/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
27400,KILAUEA,HI,96754,453220,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,3,04/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
10297,HANALEI,HI,96714,721199,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/01/2020,2020,"Bank of America, National Association",Bank of America,"BANK OF AMERICA, NATIONAL ASSOCIATION",NATIONAL ASSOCIATION,HI-02
90695,KIHEI,HI,96753,339113,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/28/2020,2020,Intuit Financing Inc.,Intuit Financing Inc,,,HI-02
33500,HONOLULU,HI,96817,722515,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/29/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
38900,HONOLULU,HI,96814,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,5,04/12/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
27740,WAILUKU,HI,96793,722330,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,0,2020-04-30,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
5000,HONOLULU,HI,96818,315210,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
84600,KAPAA,HI,96746,562111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,12,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
9797,HONOLULU,HI,96817,813110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,2,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
33500,HONOLULU,HI,96817,621111,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,3,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
4200,MAKAWAO,HI,96768,624410,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
24000,AIEA,HI,96701,424990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
6800,HONOLULU,HI,96821,444190,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
6250,HONOLULU,HI,96813,561990,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,05/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
8000,MILILANI,HI,96789,813110,PROFESSIONAL ASSOCIATION,,ASIAN,MALE OWNED,Unanswered,2,04/28/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
63600,HONOLULU,HI,96813,541110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
13300,HONOLULU,HI,96813,541213,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/03/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
8625,HONOLULU,HI,96821,722513,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,4,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
111500,AIEA,HI,96701,813211,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,18,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
93750,LIHUE,HI,96766,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
17800,HONOLULU,HI,96822,541618,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,MALE OWNED,Non-Veteran,,04/16/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
38982.5,HONOLULU,HI,96814,487110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,10,2020-04-30,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
22400,HONOLULU,HI,96819,323113,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,2,04/04/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
5300,HONOLULU,HI,96816,999990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
70200,LIHUE,HI,96766,444190,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/13/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
24692.5,HILO,HI,96720,722511,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,8,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
48750,HILO,HI,96720,238210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,04/29/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
7852.55,WAILUKU,HI,96793,442299,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/06/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
92900,WAIPAHU,HI,96797,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,6,04/15/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
139600,PUUNENE,HI,96784,481211,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,7,04/11/2020,2020,1st Source Bank,1st Source Bank,,,HI-02
8100,KAILUA KONA,HI,96734,531390,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
95900,HONOLULU,HI,96816,624190,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,8,04/05/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
37900,HONOLULU,HI,96813,424990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,6,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
16032,HONOLULU,HI,96818,561720,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,06/10/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
32500,WAIALUA,HI,96791,314999,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,,04/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
9400,LAHAINA,HI,96761,711510,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
7912,WAILUKU,HI,96793,236118,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,1,05/12/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
16875,LAHAINA,HI,96761,999990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Non-Veteran,1,05/03/2020,2020,Cross River Bank,Cross River Bank,,,HI-02
2995,HONOLULU,HI,96814,722511,SUBCHAPTER S CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,2,06/05/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
20000,HONOLULU,HI,96813,541211,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,4,04/06/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
133700,HONOLULU,HI,96814,424910,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,13,04/03/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
6659,KILAUEA,HI,96754,541320,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/27/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
21400,HONOLULU,HI,96825,722513,CORPORATION,,UNANSWERED,UNANSWERED,Non-Veteran,3,05/05/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-01
20800,HONOLULU,HI,96825,541990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Unanswered,1,04/04/2020,2020,BankVista,BankVista,,,HI-01
29500,LIHUE,HI,96766,541211,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,MALE OWNED,Unanswered,3,04/07/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-02
35695,HONOLULU,HI,96814,339910,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
28000,HONOLULU,HI,96815,531210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,FEMALE OWNED,Unanswered,16,04/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
40200,HONOLULU,HI,96814,722515,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,3,04/16/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
58300,KAILUA KONA,HI,96734,523930,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,3,04/14/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
52600,HONOLULU,HI,96813,561110,CORPORATION,,HISPANIC,MALE OWNED,Non-Veteran,4,04/05/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
72092,KAMUELA,HI,96743,447110,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,11,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
8202,KAILUA KONA,HI,96734,541219,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
43800,WAIPAHU,HI,96797,713940,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,12,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
1923.57,KAILUA KONA,HI,96740,812112,SOLE PROPRIETORSHIP,,UNANSWERED,UNANSWERED,Unanswered,0,05/23/2020,2020,Celtic Bank Corporation,Celtic Bank Corporation,,,HI-02
29375,KULA,HI,96790,561790,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,04/27/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-02
29100,HONOLULU,HI,96813,621111,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,3,04/11/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
65700,MILILANI,HI,96789,335121,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/10/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
20000,KAILUA KONA,HI,96734,722511,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,5,05/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
53400,HONOLULU,HI,96821,999990,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,10,04/04/2020,2020,Central Pacific Bank,Central Pacific Bank,,,HI-01
82500,KAHULUI,HI,96732,611110,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,20,04/07/2020,2020,FIRST BANK OF OWASSO,FIRST BANK OF OWASSO,,,HI-02
8506,HONOLULU,HI,96825,531210,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,07/15/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
15000,WAIPAHU,HI,96797,445120,CORPORATION,,ASIAN,MALE OWNED,Non-Veteran,2,04/10/2020,2020,Ohana Pacific Bank,Ohana Pacific Bank,,,HI-01
3109,HONOLULU,HI,96818,485310,SELF-EMPLOYED INDIVIDUALS,,UNANSWERED,UNANSWERED,Unanswered,1,05/08/2020,2020,"Kabbage, Inc.",Kabbage,"KABBAGE, INC.",INC.,HI-01
12200,KAILUA KONA,HI,96734,621210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
11300,KAILUA KONA,HI,96734,541921,SOLE PROPRIETORSHIP,,WHITE,MALE OWNED,Unanswered,1,05/06/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
7952.5,KAILUA KONA,HI,96740,487210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,1,08/01/2020,2020,Hawaii Community FCU,Hawaii Community FCU,,,HI-02
69300,HONOLULU,HI,96813,722310,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,13,04/03/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
87100,OCEAN VIEW,HI,96737,238210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,8,04/28/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-02
74900,WAILUKU,HI,96793,238210,LIMITED LIABILITY COMPANY(LLC),,WHITE,MALE OWNED,Non-Veteran,9,05/11/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
90900,HILO,HI,96720,621340,CORPORATION,,ASIAN,FEMALE OWNED,Non-Veteran,9,04/14/2020,2020,Hawaii National Bank.,Hawaii National Bank,,,HI-02
20800,KANEOHE,HI,96744,812910,SOLE PROPRIETORSHIP,,UNANSWERED,MALE OWNED,Veteran,5,04/29/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-02
32500,HONOLULU,HI,96816,551114,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/07/2020,2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,,HI-01
84947,WAIKOLOA,HI,96738,524114,NON-PROFIT ORGANIZATION,Y,UNANSWERED,UNANSWERED,Unanswered,20,2020-04-30,2020,Cross River Bank,Cross River Bank,,,HI-02
27200,HONOLULU,HI,96817,621112,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,0,04/05/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
4200,HONOLULU,HI,96814,531210,CORPORATION,,UNANSWERED,UNANSWERED,Unanswered,1,04/28/2020,2020,"American Savings Bank, FSB",American Savings Bank,"AMERICAN SAVINGS BANK, FSB",FSB,HI-01
13750,PEARL CITY,HI,96782,511210,LIMITED LIABILITY COMPANY(LLC),,UNANSWERED,UNANSWERED,Unanswered,,04/08/2020,2020,Bank of Hawaii,Bank of Hawaii,,,HI-01
